phrase,freq,f_len,max_subgram_freq,partial_order,min_support,mutual_confidence,f_avg_wordlength,f_pos_nn,f_pos_prop,f_pos_verb,f_pos_adj,f_pos_deter,f_pos_empty,f_pos_other,f_completeness,f_postagUniqueness,is_know_phrase
advanced technology naval national defense strategy,34,6,143,0,0.83,0.161,7.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
advanced technology naval national defense strategy navy,17,7,143,0,0.41,0.414,7.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
advanced technology naval national defense strategy navy naval research,5,9,747,0,0.15,0.011,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
advanced technology naval national defense strategy navy naval research naval research enterprise,1,12,747,0,0.06,0.059,7.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
advanced technology enable joint eod force,1,6,118,0,0.08,1.083,6.17,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
advanced technology mine type,1,4,12,0,0.07,2.167,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
advanced thermal,4,2,0,0,0.29,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
advanced thermal power technology,1,4,4,0,0.07,0.833,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
advanced manufacturing,1,2,0,0,0.07,-1,10.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,4
advanced processing technology,1,3,1,0,0.07,-1,9.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
advanced sensing technology,1,3,0,0,0.07,-1,8.33,0.333,0.0,0.667,0.0,0.0,0.0,0.0,0,0,4
advanced sensor capability,1,3,4,0,0.07,-1,8.0,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
advancement,2,1,0,0,0.14,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
advantage,3,1,0,0,0.21,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
adversarial employment,2,2,0,0,0.14,-1,10.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
adversarial environment,1,2,0,0,0.07,-1,11.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
adversarial nation,2,2,0,0,0.14,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
adversary air,3,2,0,0,0.21,-1,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
adversary command,1,2,0,0,0.07,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,1
adversary de system,2,3,1,0,0.14,-1,5.67,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
adversary directed energy system,1,4,8,0,0.07,-1,7.25,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
adversary exploitation .  e lectromagnetic technology,2,7,0,0,-1,-1,6.71,0.429,0.0,0.0,0.286,0.0,0.286,0.0,0,0,2
adversary military modernization,1,3,0,0,0.07,-1,10.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,1
adversary naval platform,2,3,17,0,0.14,-1,7.33,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,1
adversary system,3,2,0,0,0.21,-1,7.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
adversary weapon system,1,3,3,0,0.07,-1,7.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
adversary,1,1,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
advocate,1,1,0,0,0.07,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
aegis,1,1,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
aegis platform,2,2,0,0,0.14,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
aerial vehicle,1,2,0,0,0.07,-1,6.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
aerial vehicle (su av,1,4,1,0,0.07,-1,4.5,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
aerial vehicle simulation system,1,4,1,0,0.07,-1,7.25,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
aerial vehicle simulation system fy,1,5,1,0,0.07,-1,6.2,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
aerial,1,1,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
aerial vehicle (ua,1,3,1,0,0.07,-1,5.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
aerodynamics,1,1,0,0,0.07,-1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
aerospace surveillance,1,2,0,0,0.07,-1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
aerospace surveillance sensor,6,3,1,0,0.43,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
aerospace surveillance sensor electronic warfare,1,5,32,0,0.07,0.031,8.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
aesa,1,1,0,0,0.07,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
affordability,4,1,0,0,0.29,-1,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
affordability concern,6,2,0,0,0.43,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
affordability concern aircraft technology description,1,5,6,0,0.07,3.5,9.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
affordability effort,2,2,0,0,0.14,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
affordability goal,4,2,0,0,0.29,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
affordability goal manufacturing technology,1,4,4,0,0.07,0.833,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
affordability improvement,7,2,0,0,0.5,-1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
affordability improvement acquisition platform,1,4,7,0,0.07,4.0,10.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
affordable mobile asw surveillance system,1,5,2,0,0.07,-1,7.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
affordable mobile asw surveillance system (am ass) research,1,8,2,0,1.0,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
aftermath,2,1,0,0,0.14,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
agile fashion,1,2,0,0,0.07,-1,6.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
agile,1,1,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
agile manufacturing integrated,1,3,0,0,0.07,-1,9.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
agile manufacturing integrated computational material engineering,1,6,1,0,1.0,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
agile manufacturing integrated computational material engineering (ic,1,7,1,0,1.0,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
agility,2,1,0,0,0.14,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
ai,7,1,0,0,0.5,-1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
ai capability,3,2,0,0,0.21,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
ai ml ability,2,3,0,0,0.14,-1,3.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
aid,2,1,0,0,0.14,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
ailors,17,1,0,0,1.21,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
aim point selection,1,3,0,0,0.07,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
air,3,1,0,0,0.21,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
air asw asset,3,3,0,0,0.21,-1,3.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
air breathing propulsion,1,3,0,0,0.07,-1,7.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,4
air platform payload,7,3,0,0,0.5,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
air platform payload distributed control,1,5,7,0,0.07,-1,7.2,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
air platform propulsion,2,3,0,0,0.14,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
air threat,1,2,0,0,0.07,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
air vehicle command,1,3,4,0,0.07,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
air vehicle technology,1,3,4,0,0.07,-1,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
air vehicle,4,2,0,0,0.29,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
air vehicle cycle advanced technology,1,5,12,0,0.07,0.208,6.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
air-based warfighting technology,1,3,0,0,0.07,-1,10.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
air-delivered extended range munition demo fy,1,6,1,0,-1,-1,6.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
air-launched flight demonstration,2,3,6,0,0.14,-1,10.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
air-water interface,1,2,0,0,0.07,-1,9.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
airborne platform,6,2,0,0,0.43,-1,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
aircraft,2,1,0,0,0.14,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
aircraft technology,1,2,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
aircraft technology activity,1,3,1,0,0.07,-1,8.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
aircraft technology activity develops technology,1,5,1,0,0.07,1.0,8.8,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
aircraft technology description,1,3,1,0,0.07,-1,9.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
aircrew,1,1,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
airframe,2,1,0,0,0.14,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
airframe technology,1,2,0,0,0.07,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
alaska,2,1,0,0,0.14,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
algorithm,4,1,0,0,0.29,-1,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
algorithm development,1,2,0,0,0.07,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
aligns naval s,1,3,13,0,0.07,-1,4.0,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,1
all-up-round (au,1,2,0,0,0.07,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
alliance,2,1,0,0,0.14,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
allied force,1,2,0,0,0.07,-1,5.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
allow pilot,1,2,0,0,0.07,-1,5.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,1
ally,5,1,0,0,0.36,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
ally nd,1,2,0,0,0.07,-1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
alternative energy research,1,3,1,0,0.07,-1,8.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
alternative energy research fy,1,4,1,0,0.07,-1,6.75,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0,0,2
alternative innovative application,1,3,0,0,0.07,-1,10.67,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,2
alternative laser source,2,3,3,0,0.14,-1,7.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
am o,1,2,0,0,0.07,-1,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
ama p,1,2,0,0,0.07,-1,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
amaps,36,1,0,0,2.57,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
amaps commander naval installation,1,4,1,0,0.03,-1,7.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
amaps rocket propelled grenada,1,4,1,0,0.03,-1,6.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
amass,1,1,0,0,0.07,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
ambient noise characterization,1,3,1,0,0.07,-1,9.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,4
ambient noise characterization congressional add,1,5,1,0,0.07,-1,8.8,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0,0,2
america,1,1,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
american,7,1,0,0,0.5,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
american don,1,2,0,0,0.07,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
american naval power,1,3,9,0,0.07,-1,6.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,4
american naval power .  t,1,6,9,0,0.14,-1,3.33,0.5,0.0,0.0,0.167,0.0,0.333,0.0,0,0,2
amo s inp effort,1,4,18,0,0.07,-1,3.25,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0,0,1
amo s inp effort . in investment represent game,1,9,18,0,1.0,-1,4.33,0.667,0.0,0.0,0.111,0.0,0.222,0.0,0,0,2
amos,61,1,0,0,4.36,-1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
amos activity,1,2,0,0,0.02,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
amos applied,1,2,0,0,0.02,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
amos arctic,1,2,0,1,0.02,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
amos arctic ocean,1,3,3,0,0.02,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
amos inp,16,2,0,0,0.26,-1,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
amos inp arctic,1,3,16,0,0.02,-1,4.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
amos inp effort,1,3,18,0,0.02,-1,4.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
amphibious craft concept,1,3,1,0,0.07,-1,7.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
amphibious,1,1,0,0,0.07,-1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
amphibious operation,2,2,0,0,0.14,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
analysis,2,1,0,0,0.14,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
analysis effort,2,2,0,0,0.14,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
analysis opportunity,1,2,0,0,0.07,-1,9.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
analysis opportunity catalog,2,3,1,0,0.14,-1,8.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
analytic technique,2,2,0,0,0.14,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,2
analyze,1,1,0,0,0.07,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
anti submarine warfare (as )`sep` a nti surface warfare,1,9,1,0,-1,-1,4.78,0.778,0.0,0.0,0.111,0.0,0.111,0.0,0,0,2
anti surface warfare,11,3,1,0,0.79,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
anti surface warfare mine warfare,1,5,11,0,0.07,-1,5.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
anti-air surface warfare,2,3,1,0,0.14,-1,7.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
anti-corrosion nanotechnology coating enhancement fy,1,5,1,0,0.07,-1,9.6,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
anti-ship cruise missile (as cm,1,5,0,0,0.07,-1,5.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
anti-submarine warfare (as,1,3,35,0,0.03,-1,8.0,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
anti-submarine warfare,35,2,0,0,2.5,-1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
anti-submarine warfare (as )`sep` a nti surface warfare,1,8,35,0,1.0,18.0,5.5,0.75,0.0,0.0,0.125,0.0,0.125,0.0,0,0,2
anti-submarine warfare attack capability,1,4,35,0,0.03,6.0,9.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
anti-submarine warfare submarine threat,1,4,35,0,0.03,18.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
aperture array,1,2,0,0,0.07,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
aperture component,1,2,0,0,0.07,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
applicable - p ropose defensive technology,2,6,0,0,-1,-1,6.17,0.333,0.0,0.0,0.5,0.0,0.167,0.0,0,0,2
applicable communication asset,1,3,1,0,0.07,-1,9.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
application,15,1,0,0,1.07,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
application formulation,85,2,0,0,5.67,-1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
application formulation ). d ue,1,5,85,0,0.01,-1,5.4,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0,0,2
application formulation ). t,1,4,85,0,0.01,-1,6.25,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0,0,2
application formulation applied research,1,4,85,0,0.01,1.593,9.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
application formulation program described herein,12,5,88,0,0.14,0.551,8.8,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
application formulation program described herein pe fund applied research effort,1,10,88,0,0.08,0.566,7.1,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,2
application towards process,15,3,0,0,1.0,-1,8.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
application towards process technology readiness level,1,6,400,0,0.07,-1,8.17,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
applied acoustic,1,2,0,0,0.01,-1,7.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
applied research,27,2,0,0,0.19,-1,7.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,1,4
applied research investment,2,3,27,0,0.01,-1,8.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
applied research program,1,3,27,0,0.01,-1,7.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,4
applied,144,1,0,0,10.29,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
applied advanced technology,95,3,12,0,0.66,-1,8.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied advanced technology future naval,1,5,95,0,0.01,-1,7.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied advanced technology naval,11,4,95,0,0.08,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied advanced technology naval national defense strategy,1,7,143,0,0.01,-1,7.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied innovative naval prototype,9,4,61,0,0.06,-1,7.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied innovative naval prototype inp,239,5,124,0,1.66,-1,6.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied innovative naval prototype inp due,31,6,239,0,0.13,-1,6.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied innovative naval prototype inp due inps,101,7,431,0,0.42,-1,5.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied innovative naval prototype inp due inps technology readiness level,5,10,431,0,0.02,-1,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied innovative naval prototype inp due inps technology readiness level trl,22,11,431,0,0.22,-1,6.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied innovative naval prototype inp due inps technology readiness level trl trl,13,12,431,0,0.13,-1,5.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied innovative naval prototype inp due inps technology readiness level trl trl inps,3,13,431,0,0.14,-1,5.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied innovative naval prototype inp due inps technology readiness level trl trl inps budget activity,1,15,431,0,0.05,-1,5.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
applied inp program,1,3,32,0,0.01,-1,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
applied interest,1,2,0,0,0.01,-1,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
applied long range,3,3,0,0,0.02,-1,5.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied long range lrt,1,4,3,0,0.01,-1,4.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
applied re,2,2,0,0,0.01,-1,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
applied re . in p,1,5,14,0,0.01,0.107,2.6,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0,0,1
applied research advanced technology development investment,1,6,67,0,0.01,0.378,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied research hijenks,1,3,27,0,0.01,-1,7.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied research innovative naval prototype,49,5,61,0,0.34,0.623,7.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied research innovative naval prototype (in,1,6,61,0,0.01,0.583,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied research innovative naval prototype investment represent game changing technology,155,10,61,0,3.16,3.957,8.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0,0,1
applied research innovative naval prototype investment represent game changing technology force fight,121,12,155,0,0.78,0.914,7.5,0.833,0.0,0.167,0.0,0.0,0.0,0.0,0,0,2
applied research innovative naval prototype investment represent game changing technology force fight decision point,11,14,155,0,0.07,0.396,7.36,0.857,0.0,0.143,0.0,0.0,0.0,0.0,0,0,2
applied research innovative naval prototype investment represent game changing technology force fight decision point mature technology,9,16,155,0,0.07,2.571,7.44,0.812,0.0,0.188,0.0,0.0,0.0,0.0,0,0,2
applied research innovative naval prototype investment represent game changing technology force fight decision point mature technology technology readiness level,58,19,400,0,5.27,0.106,7.53,0.842,0.0,0.158,0.0,0.0,0.0,0.0,0,0,2
applied research innovative naval prototype investment represent game changing technology force fight decision point mature technology technology readiness level budget activity,11,21,400,0,0.19,0.594,7.48,0.857,0.0,0.143,0.0,0.0,0.0,0.0,0,0,1
applied research innovative naval prototype investment represent game changing technology force fight decision point mature technology technology readiness level budget activity ba3 funding,3,23,400,0,0.05,0.652,7.26,0.87,0.0,0.13,0.0,0.0,0.0,0.0,0,0,1
applied research innovative naval prototype investment represent game changing technology force fight decision point mature technology technology readiness level budget activity ba3 funding ba3 inp fund,1,26,400,0,0.09,0.412,6.81,0.885,0.0,0.115,0.0,0.0,0.0,0.0,0,0,1
applied research long range targeting,4,5,27,0,0.03,7.75,6.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied research long range targeting innovative naval prototype,1,8,61,0,0.25,0.23,7.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied research railgun,1,3,27,0,0.01,-1,7.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied research technology investment,1,4,27,0,0.01,-1,8.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied research technology readiness level,3,5,400,0,0.02,0.038,7.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied research technology readiness level trl,31,6,400,0,0.22,0.092,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied research technology readiness level trl applied,1,7,400,0,0.03,-1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
applied research work,2,3,27,0,0.01,-1,6.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
applied research advanced technology development program,1,6,67,0,0.01,14.0,8.5,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,2
applied research initiative,1,3,27,0,0.01,-1,8.33,0.667,0.0,0.333,0.0,0.0,0.0,0.0,0,0,4
applied research joint chief,1,4,27,0,0.01,2.8,6.25,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
applied research target effect,1,4,27,0,0.01,7.0,6.75,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0,0,2
approach,3,1,0,0,0.21,-1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
approach "..,3,2,0,0,0.21,-1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
approach serf,1,2,0,0,0.07,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
appropriate action,2,2,0,0,0.14,-1,8.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0,0,4
appropriate common picture,2,3,0,0,0.14,-1,8.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0,0,1
appropriate length scale,1,3,1,0,0.07,-1,7.33,0.667,0.0,0.0,0.333,0.0,0.0,0.0,0,0,2
architecture,1,1,0,0,0.07,-1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4
arctic,40,1,0,0,2.86,-1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
arctic amos,23,2,0,1,0.57,-1,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
arctic amos arctic ocean,1,4,23,0,0.03,4.0,5.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
arctic environment,25,2,0,0,0.62,-1,8.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4
arctic environment arctic ocean,1,4,25,0,0.03,4.333,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
arctic mobile observing system (am o,1,6,10,0,0.03,-1,5.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2
arctic mobile observing system (am o ) in effort,2,9,10,0,2.0,-1,4.44,0.889,0.0,0.0,0.0,0.0,0.111,0.0,0,0,2
